# Forza Horizon 6 car data. Source: https://forza.labsgg.com/cars (per-car pages https://forza.labsgg.com/cars/{slug}).
# Date fetched: 2026-07-26. Cars: 634.
# These are third-party transcriptions of the game's own in-game stats panel. They are not first-party data and not independent measurements.
# Raw imperial values are as published. Metric columns are unrounded conversions: PS=hp*1.01387 Nm=lbft*1.35582 kg=lbs*0.45359237 m=ft*0.3048 kmh=mph*1.609344.
# Columns prefixed src_ are the site's own keys, verbatim and unrenamed.
# Skip lines beginning with # to read this file.
id,slug,url,year,manufacturer,carName,fullCarName,carType,rarity,unlockCategory,howToUnlock,priceCr,pi,piClass,drivetrain,powerHp,powerPs,torqueLbFt,torqueNm,weightLbs,weightKg,displacementL,frontWeightPct,accel0to60MphSec,accel0to100MphSec,braking60to0Ft,braking60to0M,braking100to0Ft,braking100to0M,lateralG60Mph,lateralG120Mph,topSpeedMph,topSpeedKmh,aeroEfficiency,mechBalance,aeroBalance,barSpeed,barHandling,barAcceleration,barLaunch,barBraking,barOffroad,specStatus,detailPageVerified,heroImageUrl,cardImageUrl,src_id,src_manufacturer,src_manufacturerIndex,src_manufacturerVehicleIndex,src_carName,src_fullCarName,src_year,src_carType,src_rarity,src_unlockCategory,src_howToUnlock,src_defaultDrivetrain,src_price,src_defaultPower,src_defaultTorque,src_defaultWeight,src_defaultFrontDisplacement,src_defaultEngineDisplacement,src_defaultRating,src_defaultSpeed,src_defaultHandling,src_defaultAcceleration,src_defaultLaunch,src_defaultBraking,src_defaultOffroad,src_brake60,src_brake100,src_accel60,src_accel100,src_topSpeed,src_lateral60,src_lateral120,src_mechBalance,src_aeroBalance,src_aeroEfficiency,src_createdAt,src_updatedAt
6070,1965-ford-mustang-coupe,https://forza.labsgg.com/cars/1965-ford-mustang-coupe,1965,Ford,Mustang Coupe,1965 Ford Mustang Coupe,CLASS MUSCLE,EPIC,Autoshow,,52000,388,D,RWD,271,274.75877,312,423.01584,2562,1162.10365194,4.74,56,7.429,21.262,172.8,52.66944000000001,424,129.23520000000002,0.78,0.78,144.9,233.19394560000003,0.84,0.45,0,5.3,3.5,3.3,3.2,2.3,5.6,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1965_Ford_Mustang_Coupe.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1965_Ford_Mustang_Coupe.png",6070,Ford,,,Mustang Coupe,1965 Ford Mustang Coupe,1965,CLASS MUSCLE,EPIC,Autoshow,,RWD,52000,271,312,2562,56,4.74,388,5.3,3.5,3.3,3.2,2.3,5.6,172.8,424,7.429,21.262,144.9,0.78,0.78,0.45,0,0.84,1777888390000,1779343741000
6071,1966-ford-2-gt40-mk-ii,https://forza.labsgg.com/cars/1966-ford-2-gt40-mk-ii,1966,Ford,#2 GT40 Mk II,1966 Ford #2 GT40 Mk II,CLASSIC RACERS,LEGENDARY,Autoshow,,13200000,666,A,RWD,485,491.72695000000004,475,644.0145,2682,1216.53473634,7,38,4.2,8.131,132.5,40.386,335,102.108,1,0.99,205.8,331.20299520000003,0.88,0.62,0,7.5,4.5,4.3,3.5,3.8,5.1,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1966_Ford_2_GT40_Mk_II.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1966_Ford_2_GT40_Mk_II.png",6071,Ford,,,#2 GT40 Mk II,1966 Ford #2 GT40 Mk II,1966,CLASSIC RACERS,LEGENDARY,Autoshow,,RWD,13200000,485,475,2682,38,7,666,7.5,4.5,4.3,3.5,3.8,5.1,132.5,335,4.2,8.131,205.8,1,0.99,0.62,0,0.88,1777888390000,1779343742000
6072,1968-ford-mustang-gt-22-fastback,https://forza.labsgg.com/cars/1968-ford-mustang-gt-22-fastback,1968,Ford,Mustang GT 2+2 Fastback,1968 Ford Mustang GT 2+2 Fastback,CLASS MUSCLE,LEGENDARY,Autoshow,,113050,394,D,RWD,325,329.50775000000004,427,578.93514,3548,1609.3457287600002,6.38,57,6.257,16.056,175.9,53.614320000000006,434.8,132.52704,0.76,0.75,151.2,243.3328128,0.85,0.44,0,5.7,3.7,3.4,3.3,2.3,5.7,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1968_Ford_Mustang_GT_2%2B2_Fastback.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1968_Ford_Mustang_GT_2%2B2_Fastback.png",6072,Ford,,,Mustang GT 2+2 Fastback,1968 Ford Mustang GT 2+2 Fastback,1968,CLASS MUSCLE,LEGENDARY,Autoshow,,RWD,113050,325,427,3548,57,6.38,394,5.7,3.7,3.4,3.3,2.3,5.7,175.9,434.8,6.257,16.056,151.2,0.76,0.75,0.44,0,0.85,1777888390000,1779343742000
6073,1968-ford-mustang-gt-22-fastback-forza-edition,https://forza.labsgg.com/cars/1968-ford-mustang-gt-22-fastback-forza-edition,1968,Ford,Mustang GT 2+2 Fastback Forza Edition,1968 Ford Mustang GT 2+2 Fastback Forza Edition,DRIFT CARS,FORZA EDITION DRIFT SKILLS BOOST,Festival Playlist,Wheelspin,475000,700,A,RWD,514,521.12918,424,574.8676800000001,3152,1429.72315024,2.57,55,6.187,16.007,134.8,41.08704000000001,325.9,99.33431999999999,1.01,1,198.7,319.7766528,0.83,0.45,0,7.3,5.2,5.2,3.4,4.3,5.2,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1968_Ford_Mustang_GT_2%2B2_Fastback_Forza_Edition.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1968_Ford_Mustang_GT_2%2B2_Fastback_Forza_Edition.png",6073,Ford,,,Mustang GT 2+2 Fastback Forza Edition,1968 Ford Mustang GT 2+2 Fastback Forza Edition,1968,DRIFT CARS,FORZA EDITION DRIFT SKILLS BOOST,Festival Playlist,Wheelspin,RWD,475000,514,424,3152,55,2.57,700,7.3,5.2,5.2,3.4,4.3,5.2,134.8,325.9,6.187,16.007,198.7,1.01,1,0.45,0,0.83,1777888390000,1780168422000
6074,1969-ford-mustang-boss-302,https://forza.labsgg.com/cars/1969-ford-mustang-boss-302,1969,Ford,Mustang Boss 302,1969 Ford Mustang Boss 302,CLASS MUSCLE,RARE,Autoshow,,75000,468,C,RWD,290,294.02230000000003,290,393.1878,3250,1474.1752025,4.94,56,6.882,15.784,161.2,49.13376,393,119.7864,0.85,0.85,150.2,241.7234688,0.83,0.46,0,5.5,4.2,3.2,2.3,3,6,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1969_Ford_Mustang_Boss_302.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1969_Ford_Mustang_Boss_302.png",6074,Ford,,,Mustang Boss 302,1969 Ford Mustang Boss 302,1969,CLASS MUSCLE,RARE,Autoshow,,RWD,75000,290,290,3250,56,4.94,468,5.5,4.2,3.2,2.3,3,6,161.2,393,6.882,15.784,150.2,0.85,0.85,0.46,0,0.83,1777888390000,1779343743000
6076,1973-ford-capri-rs3100,https://forza.labsgg.com/cars/1973-ford-capri-rs3100,1973,Ford,Capri RS3100,1973 Ford Capri RS3100,CLASSIC SPORTS CARS,RARE,Autoshow,,69000,394,D,RWD,148,150.05276,187,253.53834,2315,1050.06633655,3.09,53,7.232,20.51,166.8,50.84064000000001,418.1,127.43688000000002,0.81,0.8,130.5,210.019392,0.86,0.5,0,4.8,3.9,3.8,3.3,2.5,5.4,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1973_Ford_Capri_RS3100.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1973_Ford_Capri_RS3100.png",6076,Ford,,,Capri RS3100,1973 Ford Capri RS3100,1973,CLASSIC SPORTS CARS,RARE,Autoshow,,RWD,69000,148,187,2315,53,3.09,394,4.8,3.9,3.8,3.3,2.5,5.4,166.8,418.1,7.232,20.51,130.5,0.81,0.8,0.5,0,0.86,1777888390000,1779343745000
6075,1973-ford-xb-falcon-gt,https://forza.labsgg.com/cars/1973-ford-xb-falcon-gt,1973,Ford,XB Falcon GT,1973 Ford XB Falcon GT,CLASS MUSCLE,RARE,Autoshow,,218000,422,C,RWD,300,304.161,380,515.2116,3047,1382.09595139,5.75,59,8.026,20.793,164.8,50.23104000000001,404.1,123.16968000000001,0.79,0.79,142.3,229.00965120000004,0.78,0.35,0,5.2,3.6,3.3,3.2,2.7,5.2,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1973_Ford_XB_Falcon_GT.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1973_Ford_XB_Falcon_GT.png",6075,Ford,,,XB Falcon GT,1973 Ford XB Falcon GT,1973,CLASS MUSCLE,RARE,Autoshow,,RWD,218000,300,380,3047,59,5.75,422,5.2,3.6,3.3,3.2,2.7,5.2,164.8,404.1,8.026,20.793,142.3,0.79,0.79,0.35,0,0.78,1777888390000,1779343745000
6077,1977-ford-5-escort-rs1800-mkii,https://forza.labsgg.com/cars/1977-ford-5-escort-rs1800-mkii,1977,Ford,#5 Escort RS1800 MkII,1977 Ford #5 Escort RS1800 MkII,CLASSIC RALLY,EPIC,Autoshow,,185000,544,B,RWD,255,258.53685,175,237.26850000000002,2161,980.21311157,1.98,50,4.304,11.999,134.6,41.02608,337.1,102.74808000000002,0.9,0.89,123.1,198.1102464,0.82,0.38,0,4.4,4.4,5,5.3,3.8,7.2,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1977_Ford_5_Escort_RS1800_MkII.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1977_Ford_5_Escort_RS1800_MkII.png",6077,Ford,,,#5 Escort RS1800 MkII,1977 Ford #5 Escort RS1800 MkII,1977,CLASSIC RALLY,EPIC,Autoshow,,RWD,185000,255,175,2161,50,1.98,544,4.4,4.4,5,5.3,3.8,7.2,134.6,337.1,4.304,11.999,123.1,0.9,0.89,0.38,0,0.82,1777888390000,1779343745000
6078,1983-ford-f-150-forza-edition,https://forza.labsgg.com/cars/1983-ford-f-150-forza-edition,1983,Ford,F-150 Forza Edition,1983 Ford F-150 Forza Edition,DRIFT CARS,FORZA EDITION STUNT SKILLS BOOST,Festival Playlist,Wheelspin,475000,850,S2,AWD,1085,1100.04895,1420,1925.2644,3086,1399.78605382,,53,11.571,4.7,82.9,25.267920000000004,211,64.31280000000001,1.25,1.34,147.1,236.7345024,0.6,0.51,0.38,5.2,5.4,7.7,8.7,6.8,6,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1983_Ford_F-150_Forza_Edition.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1983_Ford_F-150_Forza_Edition.png",6078,Ford,,,F-150 Forza Edition,1983 Ford F-150 Forza Edition,1983,DRIFT CARS,FORZA EDITION STUNT SKILLS BOOST,Festival Playlist,Wheelspin,AWD,475000,1085,1420,3086,53,,850,5.2,5.4,7.7,8.7,6.8,6,82.9,211,11.571,4.7,147.1,1.25,1.34,0.51,0.38,0.6,1777888390000,1780168422000
887,1985-ford-rs200-evolution,https://forza.labsgg.com/cars/1985-ford-rs200-evolution,1985,Ford,RS200 Evolution,1985 Ford RS200 Evolution,RALLY MONSTERS,EPIC,Wrist Band Event,Pier Pressure 1 Star,399000,710,S1,AWD,506,513.01822,401,543.68382,2464,1117.6515996800001,2.14,50,3.58,8.818,107.3,32.705040000000004,264.8,80.71104000000001,1.07,1.17,153.3,246.71243520000004,0.84,0.52,0.5,5.4,5.5,6.9,2.3,5,8.1,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1985_Ford_RS200_Evolution.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1985_Ford_RS200_Evolution.png",887,Ford,,,RS200 Evolution,1985 Ford RS200 Evolution,1985,RALLY MONSTERS,EPIC,Wrist Band Event,Pier Pressure 1 Star,AWD,399000,506,401,2464,50,2.14,710,5.4,5.5,6.9,2.3,5,8.1,107.3,264.8,3.58,8.818,153.3,1.07,1.17,0.52,0.5,0.84,1776324517000,1779343747000
888,1986-ford-f-150-xlt-lariat,https://forza.labsgg.com/cars/1986-ford-f-150-xlt-lariat,1986,Ford,F-150 XLT Lariat,1986 Ford F-150 XLT Lariat,PICKUPS & 4X4S,COMMON,Autoshow,,45000,263,D,AWD,185,187.56595000000002,270,366.0714,3805,1725.9189678500002,4.94,62,11.328,,164.1,50.01768,,,0.82,0.81,98.1,157.8766464,0.59,0.33,0,3.5,3,2.6,1.6,3,8.4,below-test-speed,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1986_Ford_F-150_XLT_Lariat.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1986_Ford_F-150_XLT_Lariat.png",888,Ford,,,F-150 XLT Lariat,1986 Ford F-150 XLT Lariat,1986,PICKUPS & 4X4S,COMMON,Autoshow,,AWD,45000,185,270,3805,62,4.94,263,3.5,3,2.6,1.6,3,8.4,164.1,,11.328,,98.1,0.82,0.81,0.33,0,0.59,1776324517000,1779343747000
889,1987-ford-sierra-cosworth-rs500,https://forza.labsgg.com/cars/1987-ford-sierra-cosworth-rs500,1987,Ford,Sierra Cosworth RS500,1987 Ford Sierra Cosworth RS500,RETRO SUPER SALOONS,BARN FIND,Barn Find,,75050,484,C,RWD,224,227.10688000000002,206,279.29892,2734,1240.12153958,1.99,51,6.046,16.037,149.6,45.59808,365.2,111.31296,0.89,0.95,154.9,249.28738560000002,0.85,0.47,0.41,5.6,4.4,4.3,2.4,3.4,5.3,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1987_Ford_Sierra_Cosworth_RS500.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1987_Ford_Sierra_Cosworth_RS500.png",889,Ford,,,Sierra Cosworth RS500,1987 Ford Sierra Cosworth RS500,1987,RETRO SUPER SALOONS,BARN FIND,Barn Find,,RWD,75050,224,206,2734,51,1.99,484,5.6,4.4,4.3,2.4,3.4,5.3,149.6,365.2,6.046,16.037,154.9,0.89,0.95,0.47,0.41,0.85,1776324517000,1779475168000
890,1992-ford-escort-rs-cosworth,https://forza.labsgg.com/cars/1992-ford-escort-rs-cosworth,1992,Ford,Escort RS Cosworth,1992 Ford Escort RS Cosworth,RETRO RALLY,RARE,Autoshow,,65000,456,C,AWD,224,227.10688000000002,224,303.70368,2811,1275.04815207,1.99,56,6.111,17.214,141.8,43.22064,362.1,110.36808,0.89,0.9,143.1,230.2971264,0.85,0.48,0.47,5.2,4.3,4.3,2.8,3.1,5.6,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1992_Ford_Escort_RS_Cosworth.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1992_Ford_Escort_RS_Cosworth.png",890,Ford,,,Escort RS Cosworth,1992 Ford Escort RS Cosworth,1992,RETRO RALLY,RARE,Autoshow,,AWD,65000,224,224,2811,56,1.99,456,5.2,4.3,4.3,2.8,3.1,5.6,141.8,362.1,6.111,17.214,143.1,0.89,0.9,0.48,0.47,0.85,1776324517000,1779475170000
6081,1993-ford-mustang-svt-cobra-r,https://forza.labsgg.com/cars/1993-ford-mustang-svt-cobra-r,1993,Ford,Mustang SVT Cobra R,1993 Ford Mustang SVT Cobra R,RETRO MUSCLE,COMMON,Autoshow,,84000,432,C,RWD,235,238.25945000000002,280,379.6296,3125,1417.47615625,4.94,57,5.645,15.331,153,46.6344,375.3,114.39144,0.85,0.85,143.1,230.2971264,0.84,0.44,0.37,5.3,4,3.7,2.9,2.9,5,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1993_Ford_Mustang_SVT_Cobra_R.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1993_Ford_Mustang_SVT_Cobra_R.png",6081,Ford,,,Mustang SVT Cobra R,1993 Ford Mustang SVT Cobra R,1993,RETRO MUSCLE,COMMON,Autoshow,,RWD,84000,235,280,3125,57,4.94,432,5.3,4,3.7,2.9,2.9,5,153,375.3,5.645,15.331,143.1,0.85,0.85,0.44,0.37,0.84,1777888390000,1779475170000
6082,1994-ford-supervan-3,https://forza.labsgg.com/cars/1994-ford-supervan-3,1994,Ford,Supervan 3,1994 Ford Supervan 3,TRACK TOYS,EPIC,Autoshow,,250000,740,S1,RWD,253,256.50911,253,343.02246,1962,889.94822994,2.94,45,4.429,9.629,78.1,23.80488,178.6,54.43728,1.66,1.94,144.1,231.90647040000002,0.76,0.59,0.35,5.1,7.5,7.6,4.8,8.6,4.9,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1994_Ford_Supervan_3.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1994_Ford_Supervan_3.png",6082,Ford,,,Supervan 3,1994 Ford Supervan 3,1994,TRACK TOYS,EPIC,Autoshow,,RWD,250000,253,253,1962,45,2.94,740,5.1,7.5,7.6,4.8,8.6,4.9,78.1,178.6,4.429,9.629,144.1,1.66,1.94,0.59,0.35,0.76,1777888390000,1779343752000
891,1999-ford-racing-puma,https://forza.labsgg.com/cars/1999-ford-racing-puma,1999,Ford,Racing Puma,1999 Ford Racing Puma,RETRO RALLY,RARE,Autoshow,,30000,401,C,FWD,153,155.12211000000002,119,161.34258,2588,1173.8970535600001,1.68,59,7.847,20.752,142.3,43.37304,358.1,109.14888,0.89,0.91,135,217.26144000000002,0.85,0.62,0.49,4.9,4.2,3.5,2.7,3.3,5.3,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/1999_Ford_Racing_Puma.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/1999_Ford_Racing_Puma.png",891,Ford,,,Racing Puma,1999 Ford Racing Puma,1999,RETRO RALLY,RARE,Autoshow,,FWD,30000,153,119,2588,59,1.68,401,4.9,4.2,3.5,2.7,3.3,5.3,142.3,358.1,7.847,20.752,135,0.89,0.91,0.62,0.49,0.85,1776324517000,1779475174000
6083,2000-ford-mustang-cobra-r,https://forza.labsgg.com/cars/2000-ford-mustang-cobra-r,2000,Ford,Mustang Cobra R,2000 Ford Mustang Cobra R,RETRO MUSCLE,COMMON,Autoshow,,153000,528,B,RWD,385,390.33995000000004,385,521.9907000000001,3589,1627.94301593,5.41,57,4.351,10.48,148,45.110400000000006,357.9,109.08792,0.9,0.94,182.4,293.54434560000004,0.85,0.43,0.42,6.7,4.5,4,4,3.4,4.9,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2000_Ford_Mustang_Cobra_R.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2000_Ford_Mustang_Cobra_R.png",6083,Ford,,,Mustang Cobra R,2000 Ford Mustang Cobra R,2000,RETRO MUSCLE,COMMON,Autoshow,,RWD,153000,385,385,3589,57,5.41,528,6.7,4.5,4,4,3.4,4.9,148,357.9,4.351,10.48,182.4,0.9,0.94,0.43,0.42,0.85,1777888390000,1779475175000
6084,2001-ford-4-ford-focus-rs,https://forza.labsgg.com/cars/2001-ford-4-ford-focus-rs,2001,Ford,#4 Ford Focus RS,2001 Ford #4 Ford Focus RS,RALLY MONSTERS,RARE,Autoshow,,415000,639,A,AWD,300,304.161,332,450.13224,2802,1270.96582074,2,52,3.003,7.702,107.9,32.88792,279.6,85.22208,1.1,1.12,138.9,223.53788160000002,0.83,0.5,0.52,4.9,5,7.1,9.6,4,8.3,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2001_Ford_4_Ford_Focus_RS.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2001_Ford_4_Ford_Focus_RS.png",6084,Ford,,,#4 Ford Focus RS,2001 Ford #4 Ford Focus RS,2001,RALLY MONSTERS,RARE,Autoshow,,AWD,415000,300,332,2802,52,2,639,4.9,5,7.1,9.6,4,8.3,107.9,279.6,3.003,7.702,138.9,1.1,1.12,0.5,0.52,0.83,1777888390000,1779343755000
892,2003-ford-f-150-svt-lightning,https://forza.labsgg.com/cars/2003-ford-f-150-svt-lightning,2003,Ford,F-150 SVT Lightning,2003 Ford F-150 SVT Lightning,PICKUPS & 4X4S,COMMON,Festival Playlist,,237500,474,C,RWD,380,385.2706,450,610.119,4670,2118.2763679,5.41,57,5.159,12.654,145.4,44.31792,357.5,108.96600000000001,0.86,0.86,145.6,234.3204864,0.71,0.42,0,5.3,4.1,4.2,3,3.4,6.4,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2003_Ford_F-150_SVT_Lightning.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2003_Ford_F-150_SVT_Lightning.png",892,Ford,,,F-150 SVT Lightning,2003 Ford F-150 SVT Lightning,2003,PICKUPS & 4X4S,COMMON,Festival Playlist,,RWD,237500,380,450,4670,57,5.41,474,5.3,4.1,4.2,3,3.4,6.4,145.4,357.5,5.159,12.654,145.6,0.86,0.86,0.42,0,0.71,1776324517000,1780168419000
893,2003-ford-focus-rs,https://forza.labsgg.com/cars/2003-ford-focus-rs,2003,Ford,Focus RS,2003 Ford Focus RS,RETRO HOT HATCH,COMMON,Autoshow,,35000,484,C,FWD,212,214.94044000000002,228,309.12696,2822,1280.03766814,1.99,63,6.333,15.951,137,41.757600000000004,347.2,105.82656,0.9,0.91,142.5,229.33152,0.82,0.57,0.48,5.1,4.7,4.1,2.9,3.5,5,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2003_Ford_Focus_RS.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2003_Ford_Focus_RS.png",893,Ford,,,Focus RS,2003 Ford Focus RS,2003,RETRO HOT HATCH,COMMON,Autoshow,,FWD,35000,212,228,2822,63,1.99,484,5.1,4.7,4.1,2.9,3.5,5,137,347.2,6.333,15.951,142.5,0.9,0.91,0.57,0.48,0.82,1776324517000,1779475176000
894,2005-ford-gt,https://forza.labsgg.com/cars/2005-ford-gt,2005,Ford,GT,2005 Ford GT,RETRO SUPER CARS,TREASURE CAR,Treasure Car,Nangan Region Treasure Car,555750,676,A,RWD,550,557.6285,500,677.91,3390,1537.6781343,5.41,43,3.8,8.727,118.8,36.21024,293.9,89.58072,1.02,1.09,210.7,339.0887808,0.87,0.57,0.31,7.7,6,4.7,3.3,5.2,5.6,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2005_Ford_GT.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2005_Ford_GT.png",894,Ford,,,GT,2005 Ford GT,2005,RETRO SUPER CARS,TREASURE CAR,Treasure Car,Nangan Region Treasure Car,RWD,555750,550,500,3390,43,5.41,676,7.7,6,4.7,3.3,5.2,5.6,118.8,293.9,3.8,8.727,210.7,1.02,1.09,0.57,0.31,0.87,1776324517000,1779343757000
895,2009-ford-focus-rs,https://forza.labsgg.com/cars/2009-ford-focus-rs,2009,Ford,Focus RS,2009 Ford Focus RS,SUPER HOT HATCH,EPIC,Autoshow,,52000,551,B,FWD,300,304.161,319,432.50658,3236,1467.82490932,2.52,62,5.868,13.768,134.4,40.965120000000006,342.8,104.48544000000001,0.92,0.94,155.3,249.93112320000003,0.81,0.58,0.47,5.6,5.1,4.4,4.4,3.9,5.1,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2009_Ford_Focus_RS.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2009_Ford_Focus_RS.png",895,Ford,,,Focus RS,2009 Ford Focus RS,2009,SUPER HOT HATCH,EPIC,Autoshow,,FWD,52000,300,319,3236,62,2.52,551,5.6,5.1,4.4,4.4,3.9,5.1,134.4,342.8,5.868,13.768,155.3,0.92,0.94,0.58,0.47,0.81,1776324517000,1779343759000
896,2010-ford-crown-victoria-police-interceptor,https://forza.labsgg.com/cars/2010-ford-crown-victoria-police-interceptor,2010,Ford,Crown Victoria Police Interceptor,2010 Ford Crown Victoria Police Interceptor,RETRO MUSCLE,COMMON,Autoshow,,15000,354,D,RWD,250,253.4675,297,402.67854,4057,1840.22424509,4.61,55,7.816,21.463,164.6,50.17008,404.7,123.35256,0.79,0.79,140.7,226.4347008,0.81,0.4,0,5.2,3.8,3.1,1.9,2.5,5.9,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2010_Ford_Crown_Victoria_Police_Interceptor.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2010_Ford_Crown_Victoria_Police_Interceptor.png",896,Ford,,,Crown Victoria Police Interceptor,2010 Ford Crown Victoria Police Interceptor,2010,RETRO MUSCLE,COMMON,Autoshow,,RWD,15000,250,297,4057,55,4.61,354,5.2,3.8,3.1,1.9,2.5,5.9,164.6,404.7,7.816,21.463,140.7,0.79,0.79,0.4,0,0.81,1776324517000,1779475179000
897,2011-ford-transit-supersportvan,https://forza.labsgg.com/cars/2011-ford-transit-supersportvan,2011,Ford,Transit SuperSportVan,2011 Ford Transit SuperSportVan,UTILITY HEROES,RARE,Autoshow,,42000,235,D,RWD,198,200.74626,346,469.11372,4493,2037.99051841,3.2,60,13.008,34.04,165.2,50.352959999999996,401.4,122.34672,0.77,0.76,122.4,196.98370560000004,0.8,0.42,0,4.5,3.7,2.7,3.1,2.3,5.7,complete,True,"https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_85,w_800/FH6/FULL_CARS/2011_Ford_Transit_SuperSportVan.png","https://res.cloudinary.com/nba2klab/image/upload/f_auto,q_auto,w_330/FH6/CAR_ICON/2011_Ford_Transit_SuperSportVan.png",897,Ford,,,Transit SuperSportVan,2011 Ford Transit SuperSportVan,2011,UTILITY HEROES,RARE,Autoshow,,RWD,42000,198,346,4493,60,3.2,235,4.5,3.7,2.7,3.1,2.3,5.7,165.2,401.4,13.008,34.04,122.4,0.77,0.76,0.42,0,0.8,1776324517000,1779475180000
